49	77	83	45	76	79	72	92	91	46	48	42	37	33	69	26	36	25	75	20	24	75	71	63	31	41	66	86	35	63	53	86	21	27	83	20	22	50	84	50
77	21	27	69	27	87	53	33	52	53	98	49	40	87	76	28	48	25	97	59	26	93	54	60	33	77	46	87	94	21	93	67	58	56	93	72	82	77	99	20
86	96	74	88	82	25	38	40	24	85	94	61	21	51	59	58	27	87	56	47	49	93	63	39	94	41	76	63	35	22	26	58	73	44	50	34	22	51	35	69
53	86	34	95	30	27	40	21	30	85	55	82	95	92	71	84	63	33	61	84	93	30	55	91	31	66	52	34	35	84	58	37	44	95	33	94	84	21	61	94
35	34	66	69	62	31	33	57	60	97	90	33	50	73	47	42	53	64	21	42	40	44	67	41	88	32	57	86	34	93	85	77	94	42	24	94	88	75	89	75
79	37	36	97	85	20	73	55	28	63	86	51	47	27	69	54	65	88	68	84	52	81	52	69	79	40	46	35	40	23	63	58	43	88	34	56	82	56	95	41
79	73	98	49	86	62	33	63	93	52	34	55	46	38	20	49	21	44	58	30	77	27	84	65	38	91	20	39	52	83	37	75	34	48	60	45	72	96	68	89
57	71	67	84	47	65	87	62	81	99	45	28	69	98	35	46	98	95	35	20	49	28	64	48	97	40	52	66	97	67	94	81	94	25	39	76	42	45	37	33
35	70	35	83	22	78	94	26	31	55	38	82	24	50	82	82	72	35	65	64	78	25	29	97	53	89	88	100	76	31	91	68	99	84	73	22	21	74	54	36
93	63	82	98	100	62	55	60	67	42	71	23	52	82	32	77	86	69	97	40	27	20	61	54	37	77	58	31	100	63	69	61	97	70	23	68	75	32	31	39
98	96	50	97	23	72	76	45	62	26	68	62	84	46	67	92	73	31	97	60	72	91	34	97	97	63	93	22	93	52	59	87	75	69	95	78	38	53	25	43
97	92	44	88	21	68	96	54	22	82	80	90	49	48	37	46	71	97	85	97	63	73	24	20	60	28	96	72	46	53	77	95	73	42	90	68	95	85	95	26
75	43	43	88	64	91	93	64	21	75	94	25	22	71	84	33	50	22	34	89	96	24	34	21	87	78	30	81	26	60	28	69	88	32	74	52	92	64	27	52
32	24	31	55	53	59	75	73	48	87	78	58	42	23	56	85	100	60	56	57	37	63	32	32	61	96	99	34	85	31	44	20	100	89	59	87	64	73	88	31
73	35	23	94	21	95	82	92	74	61	83	34	68	98	54	49	86	24	84	50	30	98	29	25	94	50	62	37	47	52	35	35	67	78	51	99	95	77	56	32
64	78	41	22	52	95	31	86	66	43	91	23	61	25	55	62	61	50	37	27	73	39	20	20	34	36	38	92	99	34	94	45	35	60	25	75	97	87	44	84
