95	86	95	53	74	32	65	41	93	37	48	97	100	65	82	84	93	31	22	33	48	26	34	52	25	50	38	32	45	77	42	96	98	62	47	98	70	33	61	54	74	27	56	77	20	80	85	37	76	37
71	38	27	48	58	50	27	66	65	23	55	34	49	74	73	29	96	75	84	92	48	49	42	56	58	35	34	59	60	27	70	75	88	45	24	32	90	27	37	74	44	43	32	53	58	68	58	50	97	68
47	91	85	34	72	42	24	40	46	31	47	44	59	73	82	99	41	77	52	32	39	21	56	44	76	91	22	57	79	95	53	44	87	86	48	96	20	54	98	37	26	85	67	47	49	58	81	46	81	45
82	64	93	90	37	81	26	74	61	72	98	50	53	50	96	61	23	48	50	86	49	24	98	22	39	86	63	91	66	54	98	97	58	77	36	49	49	60	57	92	71	70	28	37	67	64	27	57	60	68
50	86	39	41	51	36	25	27	80	45	86	63	47	54	84	89	50	40	89	39	31	26	74	88	53	23	81	46	47	59	42	50	23	31	68	49	86	28	26	44	97	86	60	62	67	90	47	29	89	26
98	34	39	44	48	70	68	68	66	63	35	35	75	94	38	69	33	67	58	63	53	87	71	81	26	42	53	71	75	89	44	84	79	34	73	96	68	35	28	22	70	31	60	76	39	80	57	80	85	72
64	44	55	61	84	90	93	43	72	79	87	90	20	36	52	67	26	45	37	85	80	73	69	28	37	99	38	70	87	86	82	89	69	29	59	67	52	51	30	61	85	27	98	34	75	99	81	94	62	23
44	39	98	96	54	43	93	87	39	36	78	92	37	87	59	77	96	66	74	62	77	60	20	33	94	31	35	93	100	75	33	28	60	93	55	58	85	99	61	96	25	60	91	67	28	63	46	49	72	86
43	64	33	68	86	65	98	21	44	21	55	68	37	87	36	92	26	86	71	56	45	73	47	92	99	35	64	48	60	89	44	79	74	30	70	48	25	91	39	36	72	23	40	53	83	62	39	89	62	46
71	63	33	76	26	94	30	81	40	54	35	94	32	98	93	25	32	67	90	64	36	87	46	26	76	58	28	82	85	93	44	40	56	93	50	100	36	39	70	69	70	56	54	83	28	41	89	100	59	57
93	79	74	66	29	77	58	88	71	28	39	89	91	87	73	89	63	63	88	53	100	76	29	100	47	45	33	55	66	72	66	91	24	68	38	25	62	86	100	68	41	30	99	49	85	88	22	47	26	40
90	24	44	31	43	73	51	68	22	23	92	28	52	47	23	73	45	66	76	86	52	43	100	65	72	33	22	72	27	74	80	88	44	39	81	30	43	91	21	78	62	35	83	82	54	74	72	67	26	31
46	85	59	79	35	24	51	79	91	79	68	96	56	43	42	38	45	25	63	80	65	73	61	83	23	70	84	55	58	74	24	22	37	61	62	25	21	50	57	43	90	22	49	60	51	51	94	50	59	83
94	67	46	44	40	42	25	85	55	39	91	82	38	90	43	75	82	59	48	27	89	48	41	22	35	42	44	99	37	84	86	56	85	98	57	21	69	38	98	57	49	80	44	94	40	21	72	94	48	46
85	60	92	21	62	31	75	36	65	53	42	43	86	46	43	25	50	78	31	83	85	70	39	95	25	93	99	63	85	97	54	68	63	24	97	40	91	29	63	64	39	92	48	27	61	74	69	68	51	28
44	87	92	58	30	89	96	63	56	97	69	21	84	46	60	29	74	23	31	60	97	53	91	81	59	70	70	62	66	40	97	71	58	77	46	63	52	94	44	56	99	47	89	70	45	69	48	56	88	54
59	50	77	58	62	50	86	34	77	86	54	46	64	39	20	28	61	49	28	51	74	57	88	43	51	53	92	59	81	64	58	95	88	45	20	67	22	29	79	64	38	98	70	93	41	34	29	41	34	78
41	46	44	27	52	32	24	81	85	83	26	74	75	100	52	53	38	89	52	46	48	43	41	42	75	38	94	99	22	23	23	98	42	77	100	53	68	99	52	84	74	76	90	62	63	33	84	29	70	39
28	61	52	50	69	47	34	88	36	89	31	22	36	24	68	20	95	46	98	76	35	79	93	88	95	80	65	29	96	55	41	99	36	85	41	35	71	68	85	20	55	80	93	85	52	33	40	90	54	58
49	55	61	31	43	35	38	99	84	57	85	30	29	30	94	25	74	35	43	20	81	42	33	47	38	37	73	67	97	76	60	95	51	94	35	90	61	53	89	87	52	96	92	25	60	93	61	95	24	84
83	97	99	43	87	63	48	75	64	39	81	97	31	65	61	63	42	87	68	84	88	54	30	45	21	34	99	60	82	46	23	95	65	38	49	58	99	29	39	69	74	79	93	76	58	95	50	93	75	26
86	36	42	92	86	83	80	52	72	33	22	81	22	33	34	93	86	66	40	73	20	52	85	59	88	43	58	20	44	36	48	32	45	29	93	38	23	85	25	84	57	82	70	100	59	29	76	73	70	30
51	97	48	81	45	25	69	21	49	70	56	52	27	40	39	74	80	96	80	22	53	26	42	23	39	60	23	22	33	92	41	38	44	90	55	30	96	56	21	71	86	54	77	78	88	38	69	63	37	59
99	25	24	78	96	93	43	46	38	78	60	95	48	42	82	57	27	97	20	65	95	76	49	53	51	97	22	41	69	56	90	55	73	54	89	88	98	50	29	100	75	32	31	60	45	55	73	59	61	69
79	68	78	86	62	26	100	75	29	48	25	98	88	32	48	72	54	38	66	26	91	78	69	69	25	23	54	37	71	63	95	53	39	55	50	38	94	37	23	91	56	38	52	34	56	24	98	22	98	56
28	57	27	68	49	81	94	68	92	52	69	91	22	66	57	96	71	86	49	100	82	73	67	100	70	50	99	92	29	70	47	52	74	72	64	53	70	91	70	92	43	48	20	55	27	93	63	66	61	89
84	47	57	66	35	67	85	91	79	25	81	51	39	38	40	54	88	58	69	46	58	65	71	23	47	38	89	74	54	70	79	30	64	78	86	98	31	65	59	65	66	42	59	87	100	66	28	85	66	25
32	67	54	46	41	66	39	68	36	89	46	30	78	63	97	99	87	28	72	90	56	52	26	29	47	57	94	77	64	39	100	99	38	97	87	37	65	67	64	61	48	63	89	58	48	88	86	38	23	100
27	48	36	53	61	100	36	54	72	51	65	99	65	53	59	77	56	25	61	91	38	60	35	26	91	23	75	41	87	87	52	96	97	44	96	60	59	39	45	38	22	75	27	99	23	76	73	44	73	90
40	99	20	88	53	98	81	40	47	90	81	84	85	98	31	69	26	65	77	27	32	64	62	59	93	69	41	50	61	72	85	56	41	62	53	72	85	32	50	76	33	73	21	74	68	95	84	92	49	71
75	43	61	30	78	100	29	30	47	94	27	23	62	49	90	40	97	21	34	38	70	20	26	62	65	58	21	83	100	36	83	80	53	75	28	97	66	63	43	51	57	30	82	37	46	86	32	57	32	74
37	25	37	67	44	72	52	90	54	86	73	37	57	65	92	48	68	63	82	77	93	29	74	44	96	91	47	75	100	94	44	59	78	74	50	27	44	58	68	67	65	37	79	54	85	97	51	86	63	64
90	32	23	61	98	77	25	89	82	35	57	49	93	30	77	40	43	87	95	74	25	24	69	91	36	30	81	59	95	88	20	82	32	27	88	37	80	49	32	44	27	94	58	44	97	82	72	91	56	46
100	93	78	78	100	61	39	20	38	84	23	52	35	54	61	42	87	31	82	71	29	36	50	39	98	63	80	40	84	97	74	72	61	29	26	60	69	58	87	63	22	29	49	53	99	23	25	45	89	96
60	67	65	82	43	26	71	87	82	37	56	23	70	58	31	30	75	97	20	65	95	30	57	41	53	94	58	43	71	70	68	76	88	23	52	100	40	37	33	84	93	58	71	49	58	81	56	52	95	61
60	64	61	72	39	77	90	36	33	79	64	72	32	70	25	30	28	84	80	71	27	96	92	42	39	73	62	80	73	22	86	82	92	37	30	58	67	78	73	69	53	34	100	75	29	73	56	25	54	22
61	69	41	61	80	58	74	35	75	53	50	48	54	72	67	64	47	25	67	78	39	27	69	86	32	38	72	42	62	24	22	72	21	99	67	29	98	39	44	64	29	70	28	66	34	57	85	77	29	31
67	78	22	20	47	72	69	39	90	24	74	51	21	48	27	35	54	26	55	48	57	39	32	88	87	62	68	41	68	59	82	71	45	20	20	93	83	47	72	61	52	20	58	91	63	34	33	60	93	73
61	96	32	37	24	48	95	69	61	63	42	100	76	89	50	97	41	31	81	31	37	79	65	57	66	38	67	74	44	92	52	72	36	88	56	71	88	25	45	82	59	71	67	79	52	64	96	55	70	87
87	60	53	99	36	48	72	81	47	32	100	79	80	70	66	31	79	92	93	33	62	20	60	48	98	41	69	99	35	26	76	70	97	28	60	50	92	46	61	43	61	26	70	33	61	79	69	57	27	92
22	96	70	96	48	95	22	26	45	31	50	41	36	24	31	42	58	64	26	20	20	68	99	23	45	55	77	76	62	80	73	38	30	88	80	73	66	66	91	31	64	49	25	67	93	84	91	33	42	95
92	28	61	20	87	22	38	63	97	96	25	86	37	33	47	44	44	88	57	85	96	62	86	26	23	43	84	68	50	66	24	92	48	86	44	95	95	66	42	37	55	34	36	28	25	59	79	44	26	78
59	64	66	81	75	25	56	42	70	84	41	94	54	60	93	94	96	38	86	92	57	85	39	65	58	86	85	79	49	88	83	88	94	47	64	47	27	85	42	27	92	92	28	73	28	41	88	35	43	39
76	73	79	49	64	100	52	70	46	88	38	76	60	85	42	80	93	72	66	70	58	91	89	69	80	71	49	55	32	67	43	79	57	27	49	78	86	79	50	67	36	65	72	73	86	42	36	82	67	94
86	56	95	33	38	26	60	81	72	94	23	97	86	54	63	20	42	74	40	43	22	73	86	69	88	24	52	69	35	59	83	48	98	32	56	43	88	83	30	56	83	36	92	94	100	41	68	50	61	33
98	90	90	69	30	92	77	39	58	86	45	91	77	86	80	74	30	45	27	38	32	55	42	35	60	83	60	78	67	71	42	49	79	29	88	59	66	32	96	57	68	40	66	83	92	86	22	27	47	71
78	52	53	66	32	73	70	79	96	71	81	55	93	74	97	100	26	77	85	60	44	57	22	48	38	94	25	81	50	33	87	45	30	96	23	43	38	74	87	82	62	31	57	61	57	82	88	53	48	42
