74	96	63	53	51	71	67	89	41	68	63	53	56	55	85	32	81	62	53	43
49	24	56	26	80	87	65	63	76	27	42	34	93	24	56	89	56	39	32	63
20	24	99	46	74	26	48	66	24	40	77	86	47	30	34	53	26	94	24	99
43	35	98	60	99	44	78	27	67	96	67	41	96	81	57	87	75	74	64	33
67	86	41	88	65	81	63	100	100	44	94	29	68	70	85	79	96	31	34	53
61	41	65	87	22	22	97	62	30	72	44	68	69	43	69	93	89	39	53	25
23	46	73	76	84	63	96	29	58	34	97	29	34	65	65	84	83	70	91	95
84	75	50	35	42	53	91	95	26	25	30	59	83	87	92	70	48	52	59	74
87	99	65	53	90	41	68	27	46	37	41	64	88	34	65	34	77	98	54	33
72	95	67	66	47	82	78	84	80	27	99	51	29	42	65	29	65	45	99	88
34	63	68	77	57	76	88	90	62	79	35	77	99	22	77	23	51	36	44	20
100	96	64	96	27	100	53	64	82	59	30	82	99	20	60	57	42	48	51	28
47	69	62	61	70	60	83	34	32	47	84	88	87	98	100	27	32	69	38	84
81	65	74	65	28	35	44	45	60	60	94	37	46	43	72	95	92	61	62	48
93	36	99	54	70	95	91	72	65	55	64	21	45	72	90	67	73	70	25	63
64	56	70	80	39	72	55	53	22	71	89	99	91	31	44	72	41	39	75	85
99	69	37	35	79	96	82	54	93	73	60	27	87	38	90	51	77	68	97	47
42	29	65	73	98	96	22	74	75	41	77	67	33	32	96	39	22	99	98	38
50	50	89	44	55	98	78	91	92	24	76	43	68	48	98	57	52	98	88	23
85	93	33	37	59	68	73	34	23	91	88	42	30	40	60	49	75	67	74	89
74	98	92	22	50	66	97	67	81	53	73	71	44	23	36	63	41	61	77	31
97	50	83	79	54	41	32	26	46	93	45	70	26	71	37	75	55	75	69	31
76	98	35	28	55	49	59	52	71	61	64	35	46	55	48	20	66	34	95	82
50	44	84	100	43	53	50	54	58	25	27	23	96	24	20	28	33	84	32	76
92	78	53	62	51	98	42	47	58	83	82	25	81	53	24	92	97	90	26	75
