57	21	86	33	75	46	65	96	84	92	40	68	86	74	26	68	66	43	59	70
97	34	85	92	34	85	55	39	85	42	70	75	94	68	45	47	29	82	42	42
30	74	48	90	84	92	61	38	45	31	30	36	98	97	22	97	62	81	38	75
35	75	39	91	26	85	77	30	93	72	55	45	50	28	73	55	38	52	59	64
25	100	71	31	35	83	61	28	97	93	31	41	65	51	81	89	53	41	79	82
30	99	65	98	48	24	46	50	50	32	61	52	37	57	52	88	34	97	39	45
36	38	83	53	87	45	94	59	44	41	78	90	76	94	53	90	96	68	75	33
51	66	95	49	38	91	32	28	92	50	78	57	44	55	37	58	77	49	79	46
87	79	77	30	99	29	35	67	29	90	93	80	45	35	54	26	56	48	60	90
23	70	40	79	38	48	86	34	83	77	38	64	69	21	62	37	100	30	88	64
78	38	85	28	86	47	96	63	61	21	23	28	22	88	70	61	21	65	97	96
53	65	91	37	70	31	78	81	77	51	43	38	86	70	69	27	79	62	44	92
56	72	83	91	61	69	53	52	42	55	71	80	71	79	66	83	70	43	49	80
71	67	40	98	73	82	49	79	97	81	94	90	63	93	46	61	100	64	80	45
82	96	87	47	55	74	76	59	74	57	86	71	69	98	80	91	25	61	40	72
46	81	77	99	27	84	40	47	95	57	71	76	77	56	27	37	50	80	89	70
59	33	23	44	29	99	75	76	67	90	76	73	76	79	41	26	24	65	91	47
68	88	68	75	81	42	66	50	26	79	100	91	70	29	44	60	91	64	63	66
21	56	34	28	58	48	33	40	85	97	68	80	28	40	77	90	39	59	52	97
21	100	34	75	35	51	85	94	24	65	56	23	48	32	68	96	80	85	41	64
99	45	61	23	83	92	55	91	74	42	31	81	55	20	89	94	95	27	38	60
26	78	50	54	65	65	26	89	46	49	94	58	23	49	70	28	37	27	42	53
70	94	29	56	40	97	77	65	50	76	52	90	54	81	24	78	87	68	35	79
83	46	82	43	27	88	35	29	41	59	25	62	88	20	23	89	44	94	33	80
30	50	98	57	71	72	35	64	58	40	86	83	54	30	50	98	35	45	92	53
