40	75	53	30	63	93	74	26	89	79	94	96	48	25	34	78	48	93	77	28
38	36	40	62	78	59	72	52	91	66	69	34	37	85	34	32	36	65	56	38
87	90	51	42	48	22	75	39	73	36	57	46	97	44	97	100	54	59	54	77
36	92	24	90	48	40	89	23	29	37	41	58	61	26	39	32	34	77	71	90
71	89	46	40	32	76	43	60	26	96	95	47	20	47	91	40	99	100	22	56
37	23	33	77	23	75	51	25	25	61	63	85	90	86	22	51	73	40	24	27
52	95	78	66	92	52	31	87	52	100	35	57	63	23	97	63	26	66	85	56
31	58	96	38	43	77	98	82	83	39	86	70	95	36	54	49	43	50	70	75
97	62	80	47	21	98	67	64	75	68	50	96	62	39	100	78	99	49	67	52
46	82	36	93	59	47	20	67	32	59	89	32	80	27	88	54	44	61	59	33
94	34	79	42	59	71	81	100	23	22	87	90	82	28	70	54	59	54	38	61
36	86	42	43	38	73	25	43	81	65	52	54	48	76	61	62	37	45	47	22
80	77	71	97	24	47	92	37	31	25	79	82	40	28	24	58	52	55	49	21
35	49	54	93	99	51	82	87	69	97	22	38	55	52	92	90	51	98	93	84
39	64	94	34	20	74	23	63	61	30	62	70	30	97	23	37	24	32	24	71
68	90	65	20	70	32	34	55	56	30	51	78	49	64	22	99	87	62	31	69
87	92	35	20	40	97	37	49	38	96	77	43	37	97	46	93	98	53	35	25
34	54	87	40	54	89	20	82	58	40	33	20	34	25	35	62	66	42	51	67
29	99	29	84	92	85	86	50	55	67	42	30	87	69	49	43	44	100	100	91
58	75	70	100	82	27	51	88	74	91	30	61	24	78	39	20	39	45	33	44
87	91	80	85	21	81	37	31	46	34	51	36	88	60	47	29	32	91	83	55
20	36	87	32	68	87	28	44	92	41	63	30	20	27	69	81	62	50	91	31
99	61	97	22	26	21	68	75	89	94	78	49	43	75	87	23	98	53	94	23
39	33	94	60	34	39	81	90	83	55	98	23	69	45	80	80	54	89	21	39
97	67	94	83	61	94	22	57	97	53	28	91	23	31	86	82	95	43	71	39
