83	62	79	82	50	35	94	85	76	58	98	34	29	41	23	71	98	46	36	51
64	90	46	49	99	87	94	97	89	46	48	72	25	76	30	59	93	72	56	32
38	89	37	52	95	92	53	83	58	86	82	27	25	75	92	94	38	29	49	68
73	94	35	31	45	42	38	88	22	23	82	91	27	32	37	37	81	78	63	98
42	39	42	24	94	31	75	80	77	55	24	38	54	31	94	58	97	71	70	31
61	40	86	79	42	47	28	30	76	94	90	57	98	64	33	78	100	39	84	51
34	59	24	74	81	70	56	39	49	32	99	79	97	100	68	76	32	51	58	72
71	33	53	94	98	69	65	35	48	27	56	91	61	45	69	39	42	43	53	92
84	54	93	99	62	39	68	27	71	56	52	39	87	31	91	97	23	66	48	37
69	89	98	85	51	41	47	76	29	35	50	77	55	62	48	45	95	98	99	68
96	23	83	100	38	77	97	66	31	29	53	37	39	58	29	54	27	44	20	45
85	35	38	66	83	39	32	29	51	63	70	58	30	85	20	31	61	86	96	45
23	80	70	22	43	68	21	65	24	78	64	29	42	85	25	100	65	89	25	52
77	100	58	52	84	87	89	65	94	23	29	73	44	52	100	30	86	48	28	46
95	69	69	49	64	65	34	88	38	66	48	88	80	22	26	57	39	34	38	34
95	60	52	65	28	21	40	50	28	94	32	81	64	61	95	34	40	31	100	91
31	53	69	32	31	41	36	29	43	71	46	24	42	52	75	58	31	97	76	40
52	37	39	72	48	86	61	63	75	47	48	80	55	64	44	39	81	61	63	24
55	49	77	20	80	25	90	83	85	93	58	62	30	44	69	86	31	63	28	48
28	98	89	25	53	94	27	82	21	33	100	84	66	25	56	89	36	66	64	57
73	80	33	74	71	81	72	33	31	61	94	39	75	20	34	39	38	49	36	56
49	68	37	44	52	65	67	22	48	76	91	60	44	33	20	84	23	93	56	64
48	94	100	51	55	26	89	71	99	34	51	50	37	82	25	49	83	83	34	61
31	91	80	97	66	81	85	63	59	64	77	31	43	48	64	48	45	22	24	93
68	95	30	82	53	46	27	33	89	40	53	29	39	49	24	43	47	52	91	84
