84	27	22	22	32	78	40	63	39	71	53	38	43	97	36	30	82	88	56	21
71	97	99	30	61	90	45	75	85	71	33	74	41	23	70	61	79	85	25	45
50	27	21	48	51	81	29	25	34	75	24	82	72	42	30	24	75	53	97	40
94	67	84	23	88	64	90	91	33	54	80	83	43	47	29	50	41	97	67	61
94	100	29	77	97	36	27	79	98	87	27	23	84	49	78	95	47	54	21	97
35	42	41	72	55	87	29	29	62	48	43	87	73	83	96	76	71	78	90	52
74	60	26	30	63	77	53	79	85	48	76	67	94	22	70	27	39	64	65	90
63	60	25	20	23	27	58	58	27	61	94	77	66	55	54	52	58	53	89	91
48	52	54	92	69	49	54	75	90	45	32	52	72	86	48	97	84	63	40	96
31	76	37	97	72	31	40	86	61	92	72	48	28	91	82	46	46	51	63	34
54	47	35	40	51	75	37	20	27	62	33	46	30	44	69	56	97	29	49	91
76	64	50	54	76	75	65	67	29	53	44	26	96	44	41	69	50	29	69	57
65	56	83	40	49	73	79	69	78	89	42	98	20	22	78	62	87	30	64	94
87	20	82	31	72	86	90	22	64	53	89	89	73	39	65	61	50	24	53	20
95	51	21	81	63	94	50	63	24	83	28	49	54	38	82	37	61	63	57	20
26	28	26	43	68	22	58	82	75	63	68	41	95	29	85	59	63	49	27	46
86	79	71	79	87	94	53	43	28	33	52	89	91	87	60	83	90	84	54	65
20	59	20	57	49	39	36	21	66	85	68	29	72	20	57	27	78	48	94	98
49	67	80	93	97	23	49	44	48	93	84	53	82	24	59	50	91	61	61	40
53	54	87	79	46	100	58	75	72	59	97	65	43	38	85	30	45	95	34	77
79	37	23	88	58	35	100	79	20	30	22	97	92	62	72	85	54	88	25	77
91	58	65	29	41	71	70	69	25	70	88	35	33	52	65	89	54	56	73	64
87	91	74	34	63	62	75	20	76	64	45	49	30	54	42	23	65	62	29	86
61	53	32	89	45	43	66	47	81	55	82	88	23	43	29	49	47	79	65	80
43	26	47	39	58	57	96	26	89	89	64	58	87	38	71	46	31	72	87	47
