56	36	75	37	97	79	20	39	79	31	26	67	98	28	60	92	61	41	83	71
21	100	54	33	60	50	75	22	47	46	79	79	35	29	23	94	50	80	47	70
27	97	29	24	96	94	50	92	50	89	71	49	59	27	88	49	71	98	51	96
53	37	59	72	36	32	32	96	82	86	32	60	34	69	31	80	58	77	34	81
41	46	75	97	63	23	42	89	72	82	88	39	70	76	22	64	81	99	88	59
71	54	88	75	49	74	95	87	61	50	47	28	81	81	57	82	43	31	65	36
95	88	29	79	77	75	20	33	42	96	54	65	44	63	93	64	60	64	51	86
68	50	30	26	37	78	86	21	83	88	53	52	26	72	90	42	39	62	66	53
39	39	86	31	84	32	74	84	23	79	96	94	29	35	80	73	24	56	40	95
60	95	55	67	31	64	73	41	60	90	49	53	97	100	55	35	93	73	75	69
31	68	26	65	69	59	55	86	36	20	82	68	56	48	52	94	87	69	62	74
65	43	100	99	60	38	57	92	31	32	55	42	27	38	61	100	29	59	22	23
38	28	68	21	66	96	35	95	86	55	89	70	22	52	94	24	82	45	100	22
39	95	32	43	49	62	38	77	41	27	90	48	66	95	76	83	21	68	45	51
79	32	21	31	91	97	37	27	25	89	85	99	69	77	78	85	36	36	35	25
72	76	94	65	43	76	21	23	68	75	41	85	69	82	54	48	72	25	25	88
61	70	30	28	79	29	89	74	95	80	63	75	71	88	37	90	27	25	85	24
26	89	90	30	30	77	77	88	87	56	74	28	56	44	68	37	95	97	56	56
58	37	75	97	50	97	69	74	69	74	24	22	62	96	84	94	30	55	23	50
100	48	33	76	31	87	62	22	75	94	64	92	94	76	61	34	79	25	35	89
97	67	30	49	87	62	30	48	25	92	75	28	73	30	80	51	72	64	24	62
93	70	52	39	90	30	21	44	32	91	66	73	78	22	76	58	31	92	68	42
77	28	39	75	36	98	28	47	39	90	33	53	78	24	36	95	28	55	64	27
77	80	24	90	31	33	84	92	61	31	29	98	59	89	84	97	85	28	36	62
58	38	28	85	34	33	61	62	79	43	67	94	100	80	97	80	21	26	60	25
