59	91	76	74	41	49	53	47	25	55	34	57	45	68	55	38	24	28	91	30
83	68	54	74	64	67	89	28	22	57	81	31	47	24	75	98	26	66	93	93
78	93	66	31	94	55	80	65	38	93	68	23	57	56	27	35	60	87	41	98
34	46	69	35	24	48	39	58	47	51	26	67	66	91	64	62	62	57	83	41
34	97	67	54	55	73	56	41	59	63	55	37	47	75	22	83	93	77	78	34
89	98	79	31	81	55	46	28	39	92	68	90	54	36	64	52	46	61	49	86
98	69	23	58	100	98	31	76	80	97	72	80	95	25	50	55	34	98	67	33
21	43	44	47	42	94	54	22	20	85	92	47	96	92	46	88	80	85	61	62
80	38	42	100	84	95	84	59	24	70	74	56	23	91	53	99	85	22	40	93
35	79	54	71	53	24	49	29	64	98	79	87	66	28	47	54	87	57	45	35
81	77	44	33	55	61	92	48	29	20	91	33	58	23	26	52	91	44	92	85
68	100	67	65	32	30	37	78	97	35	84	20	40	26	88	30	99	29	50	100
30	51	44	42	43	20	94	61	58	26	54	46	52	37	56	51	38	58	85	98
90	47	73	57	58	54	67	70	62	100	87	20	66	46	38	61	67	84	51	55
44	36	90	81	44	35	52	86	51	81	42	61	86	60	99	82	90	52	26	34
81	85	88	67	57	84	56	35	63	33	27	20	42	36	76	80	26	46	32	28
37	49	72	92	100	70	63	29	85	84	45	48	33	62	22	100	57	39	93	60
40	36	72	28	32	27	20	73	76	64	57	31	84	49	80	89	32	97	51	81
53	76	60	23	20	37	92	54	27	39	76	67	30	39	82	36	71	45	41	74
44	65	100	82	96	84	88	93	50	22	57	54	58	69	77	57	91	79	51	38
23	57	87	52	82	30	98	80	35	42	96	50	76	62	58	84	80	71	93	26
84	51	89	30	100	69	78	77	91	52	42	87	63	23	85	96	71	47	66	24
70	52	25	50	67	95	83	50	80	53	64	69	62	73	72	65	47	69	53	77
78	23	98	69	67	40	54	86	37	52	83	28	83	27	20	62	46	88	24	58
41	50	86	81	50	46	26	30	70	73	82	55	43	89	83	47	97	86	61	69
