52	35	20	75	66	89	66	34	75	35	67	99	45	26	61	54	65	24	82	70
70	43	97	76	71	28	64	37	81	29	99	26	94	79	48	72	53	54	88	81
73	28	61	43	69	72	67	52	47	64	45	33	47	30	60	97	99	28	55	43
25	80	34	34	56	60	57	86	46	86	53	39	54	58	30	23	35	49	50	28
25	37	93	93	46	98	52	39	90	32	86	23	93	96	78	48	76	67	52	61
36	20	99	98	45	92	39	91	56	49	23	59	20	97	30	78	47	94	34	68
52	25	89	88	55	68	73	70	24	59	98	47	29	35	27	78	27	37	97	83
33	50	48	86	75	56	49	51	54	82	60	41	67	59	85	49	26	89	41	98
98	47	90	33	51	23	27	40	83	29	26	37	60	27	29	73	21	49	76	48
57	34	68	77	84	28	29	26	53	65	61	99	71	98	37	44	55	47	41	41
55	62	78	20	63	94	46	62	90	63	88	80	64	51	22	45	27	79	68	99
46	94	28	89	67	41	88	44	81	54	85	74	39	52	77	33	41	57	37	52
78	64	61	42	84	84	99	54	52	97	55	84	92	21	22	76	50	72	69	59
70	76	41	52	76	86	72	93	77	39	44	36	76	49	73	87	81	66	72	55
46	22	60	71	40	28	42	48	61	25	56	78	88	36	36	69	57	52	32	64
62	75	98	71	30	90	64	98	41	29	47	27	53	43	67	72	91	99	30	58
32	95	24	51	34	24	76	63	69	29	66	42	70	99	65	95	84	96	69	22
88	90	46	69	90	41	61	40	30	96	66	57	39	40	24	71	45	98	70	96
66	41	94	20	98	98	48	35	44	70	72	82	72	99	91	33	61	77	69	65
92	52	53	78	85	94	64	87	28	93	76	94	54	30	41	59	80	97	94	52
54	99	100	53	42	46	35	28	94	56	97	28	65	76	58	99	81	83	59	21
23	34	81	87	59	32	27	29	58	22	52	89	45	59	92	38	21	42	46	41
28	96	53	48	85	33	43	91	35	59	35	100	62	51	38	48	26	62	39	82
65	51	94	31	37	66	50	62	94	33	95	60	70	46	66	65	96	20	61	43
54	63	41	45	38	96	75	94	74	21	82	32	41	43	61	94	69	76	32	77
