23	59	39	68	35	29	60	28	81	75	78	31	64	44	22	99	32	64	69	33
84	74	55	63	27	53	75	59	65	45	78	41	60	73	31	28	36	35	87	28
80	81	54	50	49	33	96	50	49	65	52	90	31	82	63	51	30	93	95	71
60	50	88	93	26	99	63	41	31	21	90	38	100	72	42	59	98	64	86	33
91	92	57	39	55	67	62	74	66	100	23	93	31	36	69	73	60	82	24	64
42	29	74	28	32	20	29	50	96	29	69	34	97	28	88	39	54	88	69	77
46	34	36	46	96	69	43	84	58	49	41	93	32	33	69	56	99	99	97	99
78	20	74	55	80	71	45	69	30	60	42	83	94	25	81	70	47	28	81	100
83	97	95	36	48	37	100	47	65	25	23	58	42	23	71	54	95	52	92	68
25	35	23	69	28	42	40	44	45	96	73	58	60	36	94	20	28	29	88	53
67	59	50	53	99	62	67	46	87	84	27	40	32	76	72	68	78	40	35	94
79	45	95	78	65	75	42	80	23	55	21	48	21	81	65	65	98	43	84	28
86	79	91	52	59	66	22	89	54	40	58	71	28	64	74	43	48	100	62	38
58	91	25	30	63	86	71	40	58	24	55	68	22	38	23	30	87	49	36	65
73	34	82	93	52	78	62	88	47	85	28	29	47	55	68	100	44	52	100	45
69	82	37	94	30	52	44	71	62	92	55	67	60	78	65	29	20	31	33	41
67	96	37	27	45	95	94	89	84	30	100	61	99	48	86	82	46	27	69	34
86	46	60	34	81	28	75	85	68	88	53	39	71	34	22	62	31	86	66	45
97	34	52	66	65	80	56	81	64	24	22	21	78	43	88	63	51	30	24	63
83	27	94	67	65	76	87	32	81	93	74	95	27	92	42	52	38	34	21	26
43	47	87	85	81	69	39	87	98	29	58	75	51	93	33	53	91	63	69	52
92	94	72	33	75	28	57	46	88	23	61	51	59	95	31	59	22	68	96	75
83	80	51	54	35	58	66	85	74	97	43	65	44	83	74	72	54	84	26	50
92	85	34	90	43	76	86	57	75	46	32	55	57	96	91	24	44	41	75	29
92	36	73	77	85	82	44	39	60	84	21	49	66	83	25	56	35	33	98	29
