69	85	96	77	46	84	23	83	42	76	80	27	38	27	47	80	79	80	97	39
41	49	91	60	51	73	23	33	26	63	59	93	64	91	66	72	79	28	30	90
38	65	42	69	87	24	86	37	54	63	99	69	28	52	26	87	35	70	53	44
56	51	60	99	49	78	21	82	94	22	32	23	51	62	26	52	54	63	72	79
81	54	64	67	43	39	32	57	52	35	42	83	69	84	63	93	79	68	36	57
30	94	71	87	89	48	53	55	27	98	84	68	37	21	67	36	32	93	76	88
91	40	86	98	66	54	87	24	78	34	45	54	30	22	65	26	68	90	48	31
24	52	29	43	21	31	71	74	45	46	45	95	81	81	68	95	85	69	33	44
77	54	22	57	31	26	22	32	73	55	67	69	67	68	46	95	45	70	66	83
50	84	61	68	25	52	28	37	82	63	75	63	65	36	66	58	80	91	72	99
79	53	74	92	93	89	33	31	43	45	67	38	24	67	88	22	49	75	92	81
82	44	52	59	26	64	70	42	98	53	40	94	79	26	49	65	65	90	83	94
87	72	25	24	46	22	99	98	53	53	29	36	53	62	20	97	53	77	30	38
73	91	32	45	56	63	97	52	42	48	99	51	43	25	84	23	52	59	90	47
54	57	62	27	94	81	44	48	48	89	95	100	20	30	62	91	21	85	47	79
93	69	96	59	40	98	38	98	80	69	44	96	80	46	100	52	95	91	27	53
54	30	41	56	28	87	50	67	92	92	48	99	99	21	89	92	69	82	84	47
61	51	49	27	94	65	74	82	90	61	22	48	52	96	57	26	70	83	96	94
89	81	70	88	95	80	72	90	85	31	72	51	33	79	91	49	23	54	82	25
57	89	57	85	29	36	65	75	88	31	35	31	33	27	72	26	26	77	28	82
76	48	94	95	87	82	72	28	26	91	43	41	91	30	83	31	90	84	87	87
56	59	63	47	52	34	39	81	95	20	36	54	67	46	35	56	29	20	31	27
31	67	55	38	97	68	43	99	60	84	63	69	47	91	24	70	67	32	60	58
81	35	41	73	79	22	67	54	52	23	27	96	64	44	84	84	44	74	75	43
29	41	75	55	36	41	74	78	37	40	78	58	79	21	22	89	81	23	69	44
