55	62	64	95	58	38	95	51	40	42	31	78	84	25	43	58	46	34	40	30
75	73	87	33	84	79	72	74	97	29	47	85	47	71	25	98	98	48	82	64
89	22	88	61	73	100	34	27	53	84	20	92	24	89	75	79	95	50	83	21
70	62	31	77	80	46	35	36	42	47	22	64	77	21	94	78	74	99	67	45
87	36	95	98	24	76	23	67	96	42	72	80	48	78	99	89	33	39	40	59
60	96	73	34	49	34	39	69	93	54	80	34	99	73	96	58	47	82	41	34
65	48	48	76	58	41	84	73	88	35	64	41	40	34	65	40	51	51	79	66
98	86	46	84	90	69	79	90	96	69	27	41	57	71	95	35	88	92	43	62
69	69	83	61	49	65	30	68	87	51	74	53	37	59	84	37	97	59	22	31
82	54	65	25	21	24	95	60	28	77	29	58	54	91	31	79	65	41	85	69
87	51	49	28	83	45	98	45	76	97	31	30	88	84	38	32	64	49	71	65
26	62	97	98	85	67	65	31	38	68	94	34	42	34	40	56	24	93	81	35
97	23	32	30	93	68	36	92	71	73	95	78	31	66	69	79	70	90	45	56
25	53	76	49	36	90	82	98	54	31	79	63	64	77	46	36	55	71	98	26
70	76	29	36	76	35	46	77	61	68	88	100	54	68	38	75	53	46	75	47
69	69	58	90	75	88	33	60	61	44	46	51	36	57	42	93	47	71	93	77
37	35	25	99	77	48	40	79	31	48	33	36	61	78	59	81	70	90	77	35
70	71	98	95	86	66	41	91	78	66	81	36	73	25	28	91	99	71	95	56
81	60	89	47	37	74	70	56	36	56	30	82	87	50	35	61	56	55	85	20
58	22	38	53	43	51	25	70	50	32	70	37	38	33	81	37	64	74	74	71
34	91	60	82	82	31	34	34	81	48	29	25	55	82	96	27	73	44	78	88
52	27	34	21	70	33	100	95	65	60	58	52	94	74	77	51	71	96	37	68
62	90	61	97	94	34	91	55	86	91	55	33	69	42	92	49	41	70	88	86
99	82	41	58	51	43	54	23	31	93	29	60	31	65	83	22	45	42	79	24
65	81	23	45	66	87	79	26	34	63	59	30	68	55	73	60	48	36	41	99
