98	24	99	90	90	21	86	97	77	52	87	57	83	29	44	54	64	33	98	58
87	74	65	79	100	50	95	58	88	84	29	72	40	39	72	44	92	82	49	88
71	57	61	47	46	35	75	61	88	100	75	20	28	91	45	100	47	27	79	48
75	62	78	59	67	96	52	51	34	71	29	32	81	25	78	24	22	90	67	71
59	55	47	57	91	64	91	25	92	100	41	33	79	42	85	37	37	33	95	45
71	46	84	44	61	35	48	75	97	57	90	35	87	46	49	75	35	33	52	48
87	29	59	22	52	39	64	58	77	76	75	55	98	58	36	72	68	50	59	81
53	52	90	83	69	35	22	25	38	54	57	44	98	76	93	50	98	85	76	29
81	45	84	75	36	72	27	76	22	29	53	70	51	88	28	75	44	21	48	74
100	81	42	44	84	40	37	84	64	28	24	67	40	79	85	60	55	91	70	31
21	91	47	52	48	95	63	100	96	86	90	31	26	94	98	60	25	38	42	31
86	74	82	47	53	95	98	93	24	53	84	40	67	23	44	78	29	55	69	77
96	51	64	70	82	63	64	56	61	64	31	44	34	70	49	35	21	25	32	67
52	42	34	94	59	74	52	69	90	75	58	31	75	96	35	79	55	75	29	38
38	47	73	30	66	89	79	39	35	42	89	40	39	26	90	71	63	66	98	22
79	27	89	66	59	73	84	20	50	54	72	58	58	100	28	35	35	29	82	40
39	81	51	38	72	70	28	27	48	55	73	72	42	92	76	20	30	63	54	71
44	93	85	78	45	69	57	97	84	95	76	51	21	61	97	52	61	75	26	79
34	64	66	41	84	81	94	73	41	23	87	59	94	59	34	45	38	33	54	59
100	65	65	42	95	33	96	88	28	65	49	85	89	81	52	73	69	33	74	51
93	63	53	37	72	62	51	58	21	75	20	78	99	70	46	54	54	42	50	81
96	95	31	95	85	80	82	29	45	98	62	79	47	23	45	61	40	72	57	91
23	30	71	26	64	83	63	97	38	45	56	47	40	54	70	43	78	36	39	92
90	86	75	50	78	23	43	30	23	70	43	77	41	28	60	92	72	47	33	37
78	96	25	39	46	85	70	89	40	96	22	47	68	27	94	40	83	83	81	73
