55	21	77	54	33	25	47	30	35	72	63	44	63	89	84	98	48	28	23	51	51	99	79	84	43	90	24	88	54	26	91	28	85	60	27	63	97	58	69	63
46	55	92	31	39	54	21	25	56	64	70	99	21	22	20	90	20	83	42	46	60	85	27	51	39	52	64	36	35	22	28	63	82	35	35	83	25	36	77	36
63	59	85	82	47	58	23	78	72	98	36	76	96	79	55	50	94	32	27	98	82	41	76	61	94	23	85	51	60	79	58	43	44	95	96	97	42	57	28	92
48	69	75	99	37	85	99	82	61	97	91	36	96	71	70	25	93	70	51	66	25	26	70	35	46	64	46	55	30	76	38	66	59	47	46	61	37	92	37	69
75	35	75	20	35	53	63	95	93	62	34	100	93	75	80	48	43	27	64	81	34	68	78	31	76	60	36	28	24	70	42	30	42	26	82	84	44	96	45	25
27	95	23	71	94	71	90	51	100	88	48	87	45	72	77	85	85	26	51	68	26	99	91	60	43	75	84	77	42	23	95	83	92	20	80	71	20	85	57	28
30	87	40	56	38	71	66	21	23	51	39	77	59	53	86	28	20	81	63	65	54	41	89	31	87	98	47	90	86	85	72	41	51	77	97	50	69	54	87	27
28	44	71	33	54	39	31	25	24	86	98	23	57	74	67	82	40	93	27	81	87	86	40	52	60	47	29	65	41	52	56	81	44	57	85	41	81	26	98	36
72	95	93	27	63	44	56	78	34	26	45	63	31	89	40	39	96	75	72	81	94	23	51	79	34	46	55	80	69	61	82	98	84	54	95	95	42	82	37	77
100	49	66	65	24	85	85	89	58	70	37	96	91	79	51	73	72	46	44	56	75	56	69	74	79	22	47	87	99	98	20	95	43	94	24	90	89	89	60	32
77	69	73	41	75	68	59	82	59	52	42	69	63	24	71	31	30	45	40	62	67	35	43	85	49	40	21	27	99	54	47	89	45	76	77	33	84	21	69	100
79	21	49	60	40	56	99	38	93	47	32	58	41	34	40	70	62	36	56	43	41	39	89	71	53	26	72	51	82	23	53	20	78	39	71	59	90	75	52	87
69	69	65	53	80	32	76	51	83	31	38	78	91	93	20	57	71	74	53	44	67	47	45	51	45	60	24	87	65	58	32	60	57	25	97	97	43	72	90	93
48	52	85	41	77	62	81	85	51	58	46	83	47	41	84	85	41	22	86	77	39	72	91	24	68	73	25	93	52	55	43	73	81	80	55	38	56	20	60	99
64	36	33	88	87	54	44	94	21	24	43	75	96	51	28	45	41	42	83	53	88	25	31	24	71	54	82	41	40	45	81	48	97	68	34	96	21	57	23	31
25	46	49	54	70	55	61	90	43	100	67	41	77	21	68	32	35	40	47	35	54	33	83	28	54	94	22	73	72	46	72	38	95	48	34	25	97	43	67	36
42	45	51	62	71	74	56	21	41	93	28	93	24	39	45	21	80	92	79	49	94	68	29	72	72	48	99	62	51	54	65	61	62	30	44	81	84	87	100	41
31	55	52	32	81	29	91	76	57	73	36	74	74	53	44	69	83	26	33	42	54	60	73	59	71	24	37	81	44	95	29	37	64	93	99	63	22	54	27	52
66	48	64	26	34	31	47	36	58	91	66	63	79	62	33	28	78	25	66	37	43	56	73	68	46	61	94	47	100	43	42	60	46	62	73	40	81	39	96	72
71	57	76	34	84	32	79	40	88	62	94	98	90	59	97	63	64	41	82	91	87	31	86	73	29	55	85	87	81	92	58	69	100	78	45	49	98	80	81	50
41	21	100	86	50	83	90	45	51	53	61	80	54	58	42	26	83	23	40	49	96	22	72	32	63	57	67	21	73	24	49	39	55	61	85	68	24	35	100	57
51	26	62	43	57	75	72	55	78	36	32	54	77	90	62	82	43	72	68	92	65	36	39	29	29	62	41	51	82	82	20	21	92	36	43	66	100	72	59	20
49	27	84	50	97	86	56	64	64	55	69	81	25	66	45	25	89	67	38	65	26	38	91	70	89	29	71	27	66	93	42	32	46	94	75	94	97	96	87	40
54	23	20	68	59	32	24	68	65	71	33	48	22	37	71	76	75	61	85	86	81	25	37	26	58	75	88	57	89	26	69	26	99	41	71	95	31	83	49	33
50	55	77	68	38	43	70	60	92	45	42	63	56	76	53	55	52	71	76	73	35	43	81	26	82	63	21	51	39	77	61	37	65	35	95	72	84	69	79	37
91	42	35	43	74	87	68	37	39	61	22	70	89	52	79	100	47	41	37	50	93	92	78	35	49	22	33	95	93	43	92	59	22	43	46	26	100	74	82	63
