62	59	75	68	26	42	59	60	20	98	89	49	30	87	47	55	29	61	92	93	38	79	72	98	23	30	63	71	94	66	30	50	91	73	54	97	51	61	48	97
75	87	28	21	89	23	60	85	62	65	69	28	90	43	55	78	26	21	42	74	97	49	37	60	85	83	100	70	86	69	46	86	29	93	57	26	24	41	95	86
57	74	71	39	45	92	47	33	42	52	68	98	99	54	58	64	85	98	89	97	25	35	83	22	43	84	59	31	69	72	52	97	52	31	41	63	86	87	79	21
52	80	30	30	68	41	94	63	62	21	87	64	23	31	90	88	55	97	24	29	37	68	78	48	23	61	76	78	69	44	90	83	88	51	58	74	54	55	54	39
67	46	85	99	46	54	57	84	22	42	78	58	48	76	98	48	49	68	46	57	39	76	55	50	65	71	54	48	36	47	56	76	53	37	20	92	76	58	47	50
64	91	69	83	93	83	97	85	73	45	54	68	52	77	88	30	91	81	88	66	91	26	55	66	24	62	29	58	22	79	24	36	84	20	94	50	44	34	71	95
64	28	91	34	79	74	32	82	82	32	30	64	28	21	98	93	80	69	25	74	42	73	39	41	90	83	72	93	28	58	34	32	52	82	58	98	82	84	57	64
57	62	45	60	36	20	49	43	67	49	76	81	61	65	38	47	65	44	58	93	48	33	32	68	69	31	89	26	84	37	82	48	79	35	50	87	72	99	43	59
80	45	27	32	21	54	46	99	91	65	94	24	77	32	54	35	30	90	82	49	68	29	95	72	70	57	96	44	83	36	67	47	50	89	38	81	33	76	23	73
63	61	75	86	91	31	38	70	59	77	55	94	87	32	100	72	29	52	96	58	48	46	79	41	86	86	68	86	82	73	42	83	79	37	33	78	86	39	57	60
66	48	58	28	64	48	95	53	85	45	58	97	22	73	50	99	95	38	26	70	78	76	64	74	48	55	90	89	78	98	89	28	62	63	55	22	82	52	21	53
45	72	79	89	38	71	38	89	80	33	61	62	42	74	92	88	100	81	33	63	49	89	63	89	40	53	99	64	33	88	26	91	33	87	77	91	53	64	25	83
23	36	49	21	38	38	69	28	93	23	41	57	55	96	25	22	35	34	90	67	36	54	73	82	69	44	87	71	54	98	90	28	55	83	78	48	89	85	47	25
85	64	63	52	41	26	76	38	38	67	90	36	89	98	85	98	79	90	71	25	79	22	58	99	33	37	40	87	29	33	91	45	83	81	57	88	88	71	34	35
20	100	35	97	51	49	99	79	60	48	79	54	69	67	35	77	46	74	96	29	98	61	90	58	51	99	54	100	26	91	62	53	49	81	21	52	77	33	37	77
97	92	92	37	35	55	85	97	55	49	53	32	76	96	44	69	48	60	28	45	33	29	68	44	75	67	57	94	75	66	91	59	63	30	74	55	40	95	34	35
47	38	33	59	39	33	52	79	65	38	25	93	35	70	23	68	99	60	38	79	39	40	26	34	82	50	95	29	99	36	38	42	36	92	60	99	49	53	100	94
83	66	25	64	89	94	39	26	57	57	42	23	51	90	41	28	92	37	26	70	54	49	60	23	71	33	52	27	87	73	30	95	69	61	32	83	98	67	67	74
59	53	60	78	22	25	73	59	77	79	22	37	77	68	45	97	90	71	69	54	71	56	93	45	75	65	23	85	25	77	72	55	50	93	60	59	33	37	98	68
35	77	60	31	80	20	69	95	88	65	58	89	74	27	20	90	40	47	99	85	84	75	49	42	46	21	81	73	33	62	83	48	28	32	88	90	67	48	67	56
30	48	97	36	57	37	80	21	59	57	50	38	32	45	38	98	37	78	28	93	57	31	57	98	47	65	34	55	51	20	65	45	62	80	62	31	73	28	56	43
53	49	94	20	23	69	43	94	64	80	98	43	74	36	36	64	80	39	42	77	59	46	48	57	42	56	84	52	50	65	36	69	30	66	83	73	76	80	79	88
41	28	51	55	26	72	59	75	36	31	42	84	64	90	24	52	32	94	85	24	21	37	29	78	72	73	100	33	23	54	26	38	79	72	86	57	83	31	80	44
58	27	80	21	96	62	88	93	53	41	64	41	94	22	74	71	44	82	33	68	69	44	53	82	25	42	60	98	52	39	61	90	68	79	47	84	78	82	50	31
20	78	33	94	27	44	47	35	78	42	99	36	34	41	33	100	56	51	57	88	45	90	32	30	20	74	81	38	28	91	77	96	97	50	46	90	77	37	69	76
60	47	81	74	21	58	51	45	26	98	85	44	39	46	32	36	58	70	57	53	72	21	29	77	56	28	74	87	33	40	45	62	54	65	84	73	81	36	51	50
74	98	61	86	55	42	78	88	83	97	50	31	63	59	37	27	23	98	98	87	79	95	68	92	27	88	47	46	51	39	39	49	88	34	100	28	83	83	89	100
51	25	48	57	30	33	26	34	82	32	86	76	62	50	82	86	20	89	47	87	88	50	51	88	47	23	90	83	75	99	92	67	87	53	83	68	35	49	55	23
54	100	39	26	42	86	44	39	65	63	27	87	62	38	55	83	73	72	72	21	52	62	96	74	44	87	82	58	58	46	69	99	88	40	85	52	97	71	50	92
68	78	91	89	57	82	65	64	81	93	76	23	97	48	69	64	94	64	83	74	75	67	97	70	62	38	88	66	85	98	81	92	67	86	35	24	72	30	66	39
65	31	45	27	92	74	21	94	20	97	42	30	26	93	75	57	47	75	74	97	22	47	56	42	28	61	45	55	94	86	46	73	67	56	41	96	45	71	22	26
37	47	57	59	63	41	26	80	41	94	75	68	80	54	86	66	51	73	31	46	41	98	77	83	65	56	49	26	47	75	47	52	23	40	22	92	42	52	87	57
35	68	46	26	89	66	67	28	91	23	90	56	20	80	21	29	41	33	75	51	76	43	85	61	28	93	98	43	42	21	28	80	54	86	42	51	46	83	58	49
41	21	68	56	87	86	25	57	89	33	76	76	40	68	37	66	91	94	91	93	36	66	82	61	36	70	88	47	100	71	49	43	30	76	39	85	48	89	51	87
88	73	98	83	76	53	99	90	97	48	73	84	60	43	55	85	30	38	48	93	66	53	50	28	35	81	29	24	77	31	52	39	78	66	23	68	44	79	32	90
74	41	62	66	56	53	34	53	100	80	86	66	40	63	20	40	55	68	52	21	81	46	86	98	85	43	43	99	87	69	95	41	55	80	71	64	78	44	83	41
36	25	83	32	76	50	51	31	73	34	37	45	74	26	49	91	86	98	39	92	88	55	59	85	70	67	43	28	89	27	65	47	88	58	25	71	26	80	38	44
