77	50	90	81	21	99	76	57	60	81	64	83	65	79	67	43	78	58	22	32	94	99	30	68	36	52	86	29	91	23	25	48	28	89	69	98	35	36	31	58
82	88	31	60	78	54	91	60	41	64	42	23	100	93	74	43	30	65	95	25	92	65	41	61	60	42	82	96	34	27	50	40	40	48	86	20	28	57	34	99
86	94	67	35	37	63	65	22	71	81	43	96	77	91	50	97	89	29	62	95	58	61	96	23	46	99	52	79	46	39	42	45	91	39	94	22	92	68	51	38
98	71	57	68	35	69	77	41	100	38	91	49	36	43	40	50	85	65	91	30	86	72	75	91	91	45	43	82	66	76	38	59	39	86	84	75	22	28	40	87
71	69	94	29	88	33	100	44	50	30	67	98	63	54	37	38	98	77	60	94	47	93	38	86	61	74	80	72	56	100	61	74	31	61	72	78	51	55	76	62
72	34	90	59	98	89	90	26	34	38	85	75	88	91	77	90	36	22	54	79	93	98	71	59	77	50	83	37	70	92	32	25	21	38	34	67	96	64	41	30
83	93	31	60	27	20	35	94	27	25	79	36	25	40	44	36	55	59	37	78	74	27	95	95	85	57	74	51	46	54	28	55	86	85	94	70	72	88	86	99
78	48	64	44	60	98	59	91	84	56	84	21	90	82	74	65	85	30	92	66	74	50	49	92	50	50	35	43	32	69	85	58	66	98	94	84	59	31	22	47
36	48	76	22	48	33	77	88	27	35	46	22	87	31	27	73	98	84	22	87	30	27	38	45	43	84	37	81	54	30	75	36	53	35	43	54	39	27	41	44
65	86	23	30	31	43	90	51	25	81	23	83	30	85	21	59	96	43	55	90	47	71	65	96	41	95	79	21	95	72	54	93	43	60	59	70	42	46	95	52
47	22	21	69	85	76	47	43	84	86	81	83	48	25	63	70	77	29	20	87	60	85	85	60	61	51	76	39	67	76	31	86	41	94	29	92	72	72	74	27
54	34	76	31	35	83	91	65	99	100	74	38	21	78	40	26	62	80	65	47	42	87	53	31	21	86	28	80	45	73	96	85	39	80	78	89	80	65	79	46
20	35	61	70	32	22	29	34	57	89	50	31	100	77	31	41	44	23	60	62	26	39	22	36	36	57	36	98	42	55	42	77	90	29	98	25	49	73	45	57
87	25	84	55	98	37	70	85	72	81	86	29	93	75	37	67	58	94	47	70	98	90	90	49	77	24	96	54	63	28	76	65	37	79	92	85	76	99	69	70
99	87	63	93	53	58	87	28	30	24	98	68	76	75	24	65	51	43	22	100	47	94	71	65	28	36	70	45	48	26	48	36	97	71	34	46	33	33	22	74
40	51	23	54	27	56	95	52	74	48	79	60	24	88	22	42	91	100	71	75	40	59	72	94	21	92	67	54	89	74	54	85	75	32	41	90	27	48	39	96
67	87	27	41	59	73	77	51	58	75	67	38	32	77	86	74	60	45	22	41	76	26	28	35	72	56	35	33	26	60	28	84	20	31	51	95	92	24	83	52
69	41	78	89	44	51	44	26	29	58	66	92	21	32	74	80	23	60	67	45	93	80	50	63	67	33	36	22	39	71	31	63	33	75	59	82	60	58	31	38
45	64	81	89	31	77	91	38	44	93	67	86	38	61	39	79	78	23	79	30	25	94	47	28	89	81	85	52	52	98	92	30	32	54	33	41	27	63	64	55
89	63	74	30	78	89	25	54	37	43	66	53	41	38	42	92	86	91	75	51	33	50	96	98	91	79	88	20	98	93	38	34	100	84	100	39	23	63	71	76
67	49	35	96	61	66	100	65	40	30	64	31	95	32	87	85	58	80	38	32	96	97	97	95	91	50	91	29	68	30	59	36	31	76	60	88	59	86	53	32
30	90	86	83	92	45	46	74	91	89	59	31	34	44	92	39	79	59	75	81	59	91	48	43	26	25	73	71	89	23	78	41	85	64	54	92	50	92	64	80
27	32	46	40	52	67	22	65	62	81	52	60	45	28	30	35	85	59	33	32	87	53	58	68	52	30	41	31	83	86	68	32	54	47	60	53	50	49	83	39
48	65	79	94	60	44	93	80	49	98	72	93	30	71	68	32	56	20	96	100	79	91	92	69	92	72	72	72	33	30	67	42	40	42	78	59	58	78	85	84
35	20	63	84	22	82	46	57	89	56	85	88	36	80	34	80	71	91	57	30	49	100	48	20	58	48	27	52	82	83	88	74	71	93	98	34	93	58	38	64
73	99	46	25	55	72	35	27	63	42	51	34	30	83	41	95	62	52	77	37	52	55	47	26	75	81	22	69	79	93	57	75	76	83	46	57	50	94	91	33
85	81	58	51	66	72	95	24	97	75	45	78	38	85	37	21	99	55	20	30	85	72	44	50	78	79	75	27	81	84	50	51	26	38	93	82	32	42	80	51
56	55	51	57	59	71	20	23	73	21	38	99	70	64	71	98	74	54	95	27	41	77	29	54	35	27	29	77	23	97	89	25	61	28	67	22	30	44	45	73
24	45	100	38	77	48	32	43	47	84	48	98	27	86	52	32	47	74	31	43	62	59	96	84	43	39	30	100	49	61	51	94	49	69	89	57	66	42	75	22
48	81	78	77	65	34	64	71	51	28	58	51	23	62	97	84	30	20	93	94	30	25	85	20	40	30	99	26	44	22	67	26	37	43	96	20	58	26	65	93
22	39	27	69	50	60	93	39	29	57	48	96	57	63	95	50	39	53	20	72	32	64	43	66	44	26	21	90	30	64	58	90	36	87	27	81	56	30	64	44
88	27	94	99	46	84	80	92	34	46	62	54	75	58	73	22	26	64	20	29	68	62	70	41	54	29	56	59	43	82	28	82	37	95	85	35	33	41	70	51
30	45	98	32	30	67	74	67	68	50	70	95	89	20	34	68	69	58	98	48	93	61	72	79	71	59	45	68	59	62	37	47	75	55	89	44	47	75	47	58
22	41	49	27	53	47	72	44	48	34	38	38	27	87	75	71	62	82	60	35	65	63	93	31	35	50	60	44	91	79	99	60	33	61	56	84	38	44	95	100
48	89	44	90	58	94	64	100	61	24	73	54	85	31	88	69	76	45	49	63	98	40	78	42	39	44	76	25	87	32	37	20	52	83	82	69	96	53	28	31
65	93	20	87	90	56	41	35	66	67	57	86	33	64	40	69	62	35	54	32	36	83	62	43	74	82	42	27	51	40	53	32	31	25	100	26	24	89	64	43
100	54	76	70	82	22	92	49	34	57	29	36	100	72	77	88	59	22	77	90	85	81	81	53	24	86	33	63	38	38	61	44	73	52	76	44	44	65	59	99
66	37	80	20	46	77	78	30	36	100	91	93	67	70	86	43	99	97	94	26	54	79	89	87	94	49	87	37	84	100	29	58	96	67	50	47	69	93	20	65
35	67	43	75	32	86	56	68	79	65	94	96	76	67	48	72	25	54	42	38	25	63	84	91	48	66	89	44	86	43	24	73	56	50	66	75	31	28	35	61
60	91	36	93	69	86	25	86	76	43	65	87	26	46	85	20	82	50	52	100	47	85	100	49	83	53	30	50	42	74	50	39	51	28	48	78	81	22	80	38
67	20	96	31	67	68	80	30	21	60	28	79	49	37	80	73	31	32	71	32	20	61	33	21	21	37	78	26	73	100	26	37	25	62	36	44	88	63	35	94
