53	27	60	71	94	99	57	66	55	70	36	39	62	23	24	85	60	73	66	23	95	79	60	40	32
79	47	31	90	44	36	34	45	66	94	71	34	66	78	51	100	79	85	51	66	91	77	42	69	51
34	74	96	41	83	88	40	21	38	42	37	70	85	91	73	91	44	52	48	35	89	20	25	31	94
84	73	90	27	37	42	39	45	55	81	24	87	96	22	56	27	60	20	27	78	72	43	69	45	43
82	53	60	65	90	87	52	49	47	31	74	41	97	83	47	78	99	77	80	75	23	42	29	66	54
59	87	60	31	90	82	89	96	63	45	70	20	56	79	48	38	28	92	28	52	66	70	79	32	31
43	51	86	70	23	56	64	48	41	32	100	23	60	58	96	92	90	73	39	79	88	46	29	54	38
95	94	89	91	47	85	60	27	45	45	35	65	46	60	51	97	67	68	81	47	62	53	51	40	54
90	91	74	65	42	71	94	22	21	39	52	25	26	36	98	75	21	52	35	73	88	55	84	69	37
68	45	72	65	67	84	53	90	73	86	57	95	73	54	44	20	37	33	43	95	65	58	68	52	59
34	46	90	52	33	65	73	54	91	61	92	37	38	58	48	66	64	71	39	53	64	82	29	59	25
37	21	60	21	49	99	61	58	27	70	84	38	89	30	36	47	83	25	34	65	87	59	86	97	56
53	36	95	25	40	23	22	39	53	100	71	58	39	92	93	84	22	68	27	57	80	36	43	50	67
58	90	69	83	52	78	71	34	26	54	50	80	66	78	74	46	93	64	79	52	46	27	76	92	60
66	28	80	58	49	92	73	51	43	50	85	78	75	51	48	51	21	58	98	81	79	74	24	37	27
98	94	70	21	23	58	89	36	43	49	33	96	39	46	28	62	30	74	53	31	21	38	61	57	57
70	56	45	45	51	87	23	41	66	62	57	84	96	47	93	82	50	70	97	83	26	29	44	58	90
36	24	63	37	83	30	86	76	23	61	89	90	72	54	47	50	71	42	46	94	75	78	74	86	95
38	54	79	43	38	94	71	40	42	35	98	76	71	39	24	53	25	23	60	76	34	85	34	28	75
76	59	26	92	53	25	73	46	55	69	26	56	55	92	66	67	39	75	53	82	72	70	38	46	90
44	29	42	34	42	34	30	52	43	29	92	90	59	46	84	24	57	33	42	39	51	63	98	21	94
71	95	26	20	64	92	32	34	27	83	57	22	72	40	89	59	64	42	69	30	20	50	93	86	56
98	95	72	49	95	73	95	47	47	56	94	94	78	99	25	38	57	88	86	47	48	100	71	51	68
81	50	69	100	66	75	90	33	42	25	42	31	58	25	64	75	43	65	43	94	59	90	83	55	77
20	83	88	51	41	21	24	74	65	40	100	75	43	68	34	64	95	60	64	20	46	87	62	41	39
58	30	98	30	66	83	49	97	45	45	76	54	35	50	30	65	50	49	32	29	62	46	77	95	73
65	32	63	75	99	86	31	77	48	44	66	73	48	57	23	41	43	47	90	66	70	30	34	32	61
94	84	26	32	79	57	48	52	85	88	54	95	58	98	79	45	32	97	70	56	66	74	36	96	50
68	45	98	22	85	81	67	76	87	31	66	82	78	83	98	85	80	93	28	34	88	77	49	26	26
98	92	35	92	53	56	31	64	80	63	41	71	90	49	84	35	51	54	22	92	99	88	30	82	70
22	72	33	25	91	51	72	66	41	21	28	48	99	88	64	24	77	84	64	43	57	27	23	76	70
55	37	58	87	76	79	85	46	36	41	97	77	89	29	85	95	59	55	44	61	25	38	50	28	68
53	59	83	47	29	73	93	40	48	21	53	30	81	69	60	60	65	69	38	79	62	75	48	47	23
32	91	99	43	33	48	63	56	27	61	83	86	45	48	35	33	88	40	59	89	100	74	34	78	65
53	25	61	43	41	48	50	96	76	46	95	38	39	72	34	74	79	96	63	90	65	80	85	54	43
41	71	64	94	93	77	46	38	30	38	22	90	68	63	47	60	45	38	47	57	99	77	50	35	85
85	45	73	75	74	31	78	92	64	77	61	55	84	89	95	31	94	72	37	30	64	42	95	94	70
33	76	44	43	64	94	34	99	26	81	59	80	91	58	100	61	90	46	39	42	84	35	87	57	24
69	32	54	27	23	87	26	94	43	22	30	84	93	51	27	22	56	57	43	62	21	77	21	29	26
82	33	74	38	100	94	65	53	92	30	27	90	92	85	49	38	85	67	100	100	45	68	100	49	69
