90	32	44	100	48	65	56	85	98	56	61	36	84	37	76	79	59	66	60	63	71	97	26	56	68
35	41	45	27	85	50	42	76	93	37	56	28	72	94	38	69	46	67	53	96	92	69	37	76	83
80	62	89	40	72	87	62	59	91	51	25	95	51	23	35	71	46	32	91	74	23	54	27	66	32
58	45	41	91	54	35	51	40	38	38	45	28	95	66	32	47	54	62	23	36	30	91	93	44	24
84	54	74	43	52	74	46	40	62	98	68	25	56	69	65	36	54	76	56	97	36	46	26	74	49
33	36	84	91	32	63	66	60	96	84	31	36	57	48	75	25	50	97	54	79	21	30	58	83	64
91	50	88	39	59	45	86	69	89	37	53	23	59	99	54	48	42	83	50	32	64	25	67	62	84
52	96	43	79	57	21	59	92	61	46	87	46	72	49	43	25	71	98	85	70	70	46	39	22	21
97	63	44	48	62	22	81	66	75	24	30	24	59	70	74	50	100	70	75	35	34	47	20	88	72
71	29	29	49	36	97	98	75	41	91	78	70	72	60	70	93	42	32	56	32	65	57	25	49	58
29	59	34	57	74	64	65	21	75	96	71	37	60	46	73	45	49	78	78	71	98	35	32	21	58
37	78	75	79	20	72	52	74	97	48	45	81	38	43	81	78	38	30	99	80	95	78	57	55	70
99	43	52	45	39	68	94	61	25	68	82	68	32	66	68	99	72	73	31	92	60	90	100	58	76
70	91	48	40	52	77	58	98	85	42	22	33	95	46	28	62	31	66	93	36	62	58	48	31	30
93	72	80	79	70	41	62	69	92	57	43	74	54	61	40	75	21	69	26	75	81	51	87	96	78
67	68	43	98	64	25	35	38	42	64	57	20	40	29	78	81	67	62	72	36	59	33	95	28	27
91	72	98	44	81	45	27	97	30	74	99	30	86	50	74	69	39	99	87	99	53	47	27	68	100
45	43	94	88	33	23	93	94	68	43	76	24	94	36	96	98	68	87	28	46	69	94	48	29	83
37	99	55	38	70	33	67	65	46	90	35	91	20	23	31	49	21	89	74	54	78	88	49	31	53
39	83	69	47	24	70	86	60	68	79	96	72	20	39	66	56	88	95	32	74	39	72	78	67	58
33	51	81	44	25	76	40	48	55	70	69	81	48	39	48	20	99	27	82	24	53	67	27	30	58
68	46	99	90	72	45	82	34	31	63	80	58	89	44	26	98	83	54	62	55	96	60	95	80	98
24	67	35	85	42	84	97	68	76	73	90	42	74	51	100	74	77	20	84	68	40	31	51	90	94
56	27	74	61	42	87	34	46	77	45	22	89	67	80	24	90	23	90	43	77	87	43	90	63	53
29	49	32	69	71	29	23	92	72	50	77	20	62	96	83	35	67	94	30	62	65	69	29	90	87
86	88	70	23	43	57	60	94	36	99	76	45	67	91	73	75	23	95	60	45	73	63	30	57	27
23	92	78	21	67	22	26	39	53	93	92	22	69	32	82	70	22	92	41	43	46	64	25	44	80
24	96	84	21	92	24	96	34	93	42	57	81	94	99	46	73	55	40	69	37	75	53	95	86	68
43	42	57	76	60	22	83	39	23	97	74	100	92	38	33	44	69	46	95	29	57	61	43	40	57
23	80	21	39	100	25	50	66	45	48	62	94	27	86	34	97	71	94	85	43	49	45	72	32	91
71	45	45	74	37	94	59	32	79	70	60	55	100	92	32	51	39	43	33	28	70	42	36	39	27
29	46	48	81	50	54	52	84	26	95	81	58	66	99	71	65	93	46	70	84	36	75	40	33	97
93	96	25	37	100	61	31	71	91	61	43	66	30	74	60	82	20	31	90	47	62	41	57	48	43
46	51	87	43	83	77	82	79	85	84	75	93	85	48	29	78	83	100	45	76	53	80	63	83	43
70	66	87	76	33	63	71	46	43	21	89	33	97	96	44	37	24	73	79	49	99	49	23	55	45
57	87	99	29	92	66	59	42	23	64	44	50	46	52	79	80	98	37	49	85	66	82	99	30	97
61	88	60	85	41	64	100	84	81	55	89	81	97	21	41	61	42	41	78	79	60	26	59	81	59
95	68	37	55	100	35	20	63	56	56	77	27	61	98	55	43	94	82	54	24	93	67	73	63	82
72	50	47	76	66	45	75	82	31	32	91	34	79	73	47	80	93	61	65	39	46	84	63	29	43
25	35	90	70	59	68	81	86	39	39	91	41	41	90	51	46	57	88	71	87	62	82	63	29	69
