54	32	82	85	99	65	59	54	51	36	53	30	73	56	91	77	68	49	46	51	97	75	97	88	97
45	96	24	67	66	73	94	42	21	79	88	69	78	21	88	61	33	48	75	24	24	47	20	31	94
33	63	26	33	24	58	87	48	27	41	93	94	44	61	32	93	64	35	85	82	62	75	94	87	57
61	43	74	96	80	27	72	54	62	84	78	43	27	34	79	71	68	25	35	86	71	70	64	28	94
32	54	65	80	50	83	59	88	86	68	65	29	26	24	97	31	86	57	20	47	76	39	82	23	88
74	99	59	80	47	90	80	94	56	96	36	39	54	34	89	31	26	32	33	42	23	47	80	37	41
91	63	85	21	36	71	40	39	58	99	73	89	71	99	74	32	20	34	80	81	52	87	68	65	46
68	45	91	42	89	100	84	81	28	83	65	86	49	50	84	43	49	90	21	49	55	47	88	35	41
56	90	71	20	51	84	72	72	41	44	26	68	85	44	68	90	68	92	20	54	88	45	50	49	64
86	79	54	92	68	71	31	97	71	31	61	22	44	71	86	39	36	54	51	30	53	33	36	100	30
77	38	67	48	84	59	68	70	91	51	47	34	44	84	86	100	55	49	34	59	70	92	44	39	87
63	99	95	95	59	33	59	65	36	25	68	31	22	88	70	39	100	66	44	51	96	69	47	49	74
92	60	67	44	50	48	39	34	99	44	74	48	49	100	50	71	67	97	24	95	22	21	27	50	42
57	57	81	31	78	76	54	46	27	51	99	22	100	24	65	40	40	32	27	38	85	91	21	57	51
82	92	31	59	79	83	45	62	31	53	43	94	66	68	76	65	61	97	22	76	79	45	56	74	50
38	98	33	44	65	52	39	43	85	29	100	96	56	70	82	76	27	51	92	55	23	40	97	83	46
26	64	75	31	21	27	57	30	86	65	50	92	95	59	43	97	85	62	61	40	73	81	95	90	47
24	70	24	38	75	65	94	100	81	95	42	74	84	69	46	97	29	99	53	29	69	36	98	53	91
74	25	38	30	89	67	34	33	71	32	61	89	28	59	50	83	29	58	99	67	38	68	85	76	100
62	92	35	33	32	24	74	96	32	66	91	42	21	56	63	27	77	95	38	69	52	66	24	71	55
83	60	81	90	46	47	61	90	42	74	49	74	84	22	86	55	46	94	75	77	75	47	73	96	99
62	95	66	69	58	62	22	35	70	37	59	40	63	89	77	92	85	25	91	23	37	26	50	24	94
58	56	56	56	74	78	57	63	37	85	68	55	54	78	64	37	71	58	77	65	42	74	41	92	72
46	37	26	38	72	45	35	84	30	24	40	54	47	93	51	78	98	66	65	77	21	61	86	85	30
56	34	63	89	68	83	79	94	83	95	45	97	30	83	59	40	71	40	75	92	92	81	76	41	93
97	96	25	58	35	89	68	68	86	24	87	46	65	36	100	32	44	94	70	92	74	69	31	81	100
49	45	97	47	54	90	96	82	81	44	64	94	96	31	22	50	27	35	34	58	56	71	96	86	60
55	69	32	33	77	21	38	63	55	26	41	31	87	73	89	71	83	84	32	51	76	20	71	40	99
53	26	57	88	25	28	47	77	31	96	93	86	63	99	84	52	31	97	65	92	69	25	24	56	33
31	55	83	84	92	89	81	30	96	79	39	71	64	97	46	47	50	38	84	38	48	63	51	78	37
95	88	87	46	48	53	96	40	83	57	100	75	83	85	30	100	51	62	66	24	73	39	52	74	71
97	26	85	89	73	44	53	40	53	79	71	72	67	70	99	73	84	78	82	34	62	64	42	74	77
51	53	89	100	100	85	44	22	83	54	85	63	62	73	31	85	52	80	87	37	97	60	37	34	75
57	100	33	85	88	29	30	75	60	54	38	95	78	56	65	84	26	64	51	60	20	89	86	34	100
44	96	52	90	47	23	58	87	47	96	93	41	96	94	96	77	36	47	67	98	31	35	35	46	63
71	42	53	54	46	89	22	91	67	95	52	28	79	40	50	57	72	45	67	39	71	68	35	36	62
52	20	82	97	75	89	64	67	74	56	96	39	40	73	76	61	76	96	51	41	71	49	79	43	68
61	36	81	69	95	89	92	85	66	61	60	75	30	56	83	24	96	64	35	72	52	35	56	65	72
30	58	53	60	62	93	48	28	64	56	66	23	98	36	21	65	85	85	69	57	74	91	99	52	34
76	31	54	56	39	37	46	95	74	42	92	21	78	51	78	79	52	78	37	33	27	26	39	95	62
