32	42	76	59	98	20	54	69	71	72	100	63	32	58	24	68	33	99	63	22	80	24	59	82	80
25	84	72	63	77	32	72	68	70	85	54	25	27	58	75	35	61	71	78	44	28	29	38	53	66
92	41	42	51	42	45	93	28	47	21	23	62	45	84	32	71	96	61	38	92	73	62	95	64	93
39	30	74	60	27	53	52	89	48	73	47	48	96	57	51	72	80	23	60	42	36	67	80	46	76
46	23	82	35	22	92	70	68	80	55	90	68	46	75	60	78	62	100	68	37	48	49	28	20	98
23	72	23	75	23	32	67	36	55	51	36	31	100	39	92	41	50	94	69	96	31	43	22	49	25
58	43	77	46	51	20	30	32	21	76	56	52	81	60	35	44	95	45	28	21	98	46	31	99	83
47	37	21	72	53	82	20	57	39	25	98	65	97	52	70	74	50	65	60	38	47	72	90	31	38
84	80	32	62	52	56	43	42	85	66	57	29	84	67	52	58	68	92	93	73	52	78	91	80	33
21	60	61	23	63	93	29	47	36	82	57	85	85	50	62	69	76	47	71	38	99	91	37	65	73
83	20	41	37	30	40	64	91	40	95	70	37	78	42	84	98	27	31	87	24	34	64	84	80	85
54	69	41	87	42	88	89	100	81	82	81	28	83	86	78	98	40	51	54	58	96	21	82	30	22
45	58	29	51	97	28	82	58	55	87	80	69	71	75	76	32	53	50	83	97	48	84	78	49	48
92	85	40	56	54	79	42	65	62	28	78	45	91	41	98	95	78	46	96	37	89	64	51	52	86
53	32	64	43	27	39	98	26	57	100	68	68	48	82	52	40	47	89	80	64	85	75	67	38	27
22	74	74	89	54	52	58	83	34	32	73	25	92	27	33	53	25	42	72	55	72	53	81	82	34
58	48	72	93	74	47	41	29	72	48	97	83	78	32	22	49	40	35	38	79	20	64	92	85	42
35	91	34	87	99	38	53	77	33	26	81	87	80	39	35	72	96	49	23	80	60	21	97	57	74
46	51	23	69	81	24	96	48	33	41	54	87	78	85	88	67	27	61	85	54	39	44	49	72	94
96	25	66	35	74	52	71	33	78	81	31	52	27	64	69	20	43	88	52	25	39	52	59	39	88
45	43	54	78	93	49	92	43	41	40	38	82	51	44	88	81	80	34	76	31	60	49	37	74	45
80	98	71	48	96	67	27	38	61	47	33	91	46	84	28	25	48	54	45	47	49	26	81	35	51
47	54	85	39	68	40	42	34	60	83	100	65	72	87	77	96	97	99	56	47	82	73	98	83	29
39	41	84	97	35	81	56	72	33	58	56	23	73	70	42	73	87	69	24	56	90	98	62	76	70
97	41	45	67	78	45	65	50	26	54	100	28	73	37	36	94	50	83	38	57	58	30	52	42	32
31	27	58	90	23	73	67	31	34	25	87	47	65	53	33	83	71	82	95	72	89	84	89	28	98
72	39	47	53	70	45	76	86	57	93	97	39	27	37	47	60	88	57	32	74	89	98	34	85	97
95	53	82	65	44	40	39	74	75	43	57	38	26	25	52	77	50	100	69	91	32	66	65	66	50
34	39	59	42	28	37	25	52	87	100	34	68	81	66	27	64	45	88	73	30	80	78	88	25	58
58	46	55	73	22	50	28	91	62	78	68	35	22	25	52	48	60	99	59	56	84	54	88	78	59
75	93	70	55	45	38	57	21	67	62	84	36	75	75	23	39	25	26	74	82	98	41	38	99	57
32	44	97	82	41	20	81	95	23	77	65	52	28	53	84	30	100	81	40	76	25	46	63	80	50
88	82	70	91	80	74	50	62	94	75	96	39	52	58	47	85	52	65	40	44	52	70	35	82	33
20	100	31	29	83	82	50	100	44	31	61	36	78	97	79	32	36	70	68	58	52	70	74	73	36
94	32	52	79	34	53	21	30	91	52	39	20	91	77	39	47	36	65	49	99	24	51	98	67	77
59	49	82	97	88	81	72	55	72	49	51	97	81	21	74	60	40	65	57	93	31	90	54	75	66
46	37	66	51	70	24	64	59	85	41	56	73	79	54	94	51	42	43	95	22	35	81	59	40	99
57	94	79	62	60	63	83	72	20	34	53	30	24	28	54	46	43	57	70	80	63	97	60	37	50
52	85	91	85	37	91	36	38	58	79	45	90	31	75	45	33	61	73	85	70	83	67	38	64	20
46	72	45	49	50	83	97	43	97	55	87	48	66	61	68	82	71	98	72	59	32	37	53	80	82
