97	98	21	99	85	86	36	72	28	99	47	79	67	96	25	44	82	86	83	20	78	25	94	82	92
29	57	66	83	64	36	70	27	65	90	53	98	32	85	33	50	99	92	41	27	42	86	31	75	50
88	39	98	67	45	43	61	52	71	92	59	66	38	35	22	37	42	86	39	47	36	71	47	48	85
64	23	22	84	100	42	87	61	83	65	47	35	74	33	51	24	29	67	41	52	77	87	69	63	29
75	75	98	51	68	54	30	99	65	80	39	46	63	34	42	25	56	95	80	20	36	80	90	23	91
42	92	43	71	72	28	74	56	47	54	41	98	83	81	36	47	48	83	58	51	20	47	54	73	67
56	96	36	59	75	32	66	34	66	32	41	46	85	88	41	39	24	52	38	72	44	89	84	84	46
24	76	96	64	91	76	51	70	75	23	64	80	53	52	20	75	100	53	21	75	73	81	93	88	44
24	50	72	78	53	34	76	98	92	57	60	78	89	33	33	55	97	58	31	85	95	55	79	99	79
48	92	65	88	35	43	74	40	53	37	67	73	52	33	46	55	72	55	28	52	20	49	85	68	97
41	62	71	81	38	87	85	76	80	70	46	46	52	23	66	37	20	36	30	24	23	47	68	61	85
92	95	50	26	87	60	78	45	40	99	64	22	56	37	44	100	44	54	77	77	39	78	77	53	100
67	58	33	83	57	95	89	54	36	92	36	66	86	72	60	44	65	41	87	41	41	22	31	35	69
92	50	39	94	48	43	27	32	40	67	25	66	47	79	30	74	38	35	28	69	42	93	35	79	80
95	69	37	78	58	58	36	30	82	58	52	79	81	48	65	68	37	39	50	92	48	70	82	46	93
94	27	53	23	31	54	81	67	70	72	62	80	65	94	96	80	26	68	37	100	92	21	68	31	96
48	57	60	39	90	32	29	72	24	91	91	84	57	24	81	25	97	20	100	83	23	38	48	71	59
61	67	29	40	44	54	46	46	90	20	51	37	78	96	73	89	53	56	62	33	49	22	22	62	61
39	95	69	40	51	95	99	68	94	89	29	99	48	60	82	29	95	54	64	53	75	30	97	97	89
75	80	23	65	25	78	51	55	88	78	96	29	100	44	95	94	79	53	97	61	94	77	58	84	75
24	98	67	43	85	24	69	28	40	22	92	52	50	29	28	31	68	28	95	29	74	67	60	94	83
94	36	34	41	61	41	98	79	89	72	83	71	37	55	54	97	64	59	62	29	43	41	42	90	47
27	92	96	45	45	25	69	62	43	76	59	20	39	71	38	20	89	28	96	48	94	38	57	97	66
44	97	66	69	41	56	36	78	92	74	53	58	53	84	25	36	64	81	90	47	38	84	46	43	27
60	73	69	54	44	91	30	75	72	94	84	53	46	56	67	81	68	84	33	32	44	92	94	23	82
55	48	32	82	26	44	53	25	61	62	82	25	89	66	84	29	73	84	65	71	40	64	66	37	75
48	45	41	92	69	53	70	89	60	97	62	70	22	23	69	54	99	49	60	92	91	91	76	70	27
95	50	46	72	96	100	23	97	41	55	63	49	49	81	68	97	51	82	97	91	23	100	25	72	96
65	58	82	42	83	77	33	47	47	96	32	38	97	35	91	93	73	40	46	60	38	100	48	94	75
65	56	51	80	75	32	78	42	76	67	52	83	97	44	43	49	77	80	34	40	31	35	85	73	89
40	87	74	39	85	42	37	31	96	66	66	35	80	61	97	92	86	31	66	65	44	65	56	58	93
99	40	97	82	37	41	98	48	67	23	52	67	97	89	67	68	23	38	57	36	37	21	93	65	62
33	40	30	32	62	74	65	61	32	96	59	97	35	87	20	83	65	31	88	48	37	91	21	38	36
53	64	42	28	89	87	67	61	95	65	39	84	42	63	36	26	32	25	81	27	48	81	81	78	48
87	68	58	41	99	77	34	85	83	39	34	95	73	71	35	95	60	90	21	59	88	57	95	62	20
24	31	95	73	99	54	38	99	76	25	54	54	27	54	24	89	80	83	60	87	92	32	33	42	62
50	77	23	80	96	40	28	55	36	83	76	64	54	97	86	69	69	93	41	37	48	90	59	57	93
82	22	87	57	66	89	38	21	66	58	48	54	79	72	68	79	46	82	74	34	34	61	91	44	79
21	71	79	84	38	40	100	98	24	32	41	30	92	73	90	99	73	47	79	32	22	100	92	75	82
75	38	44	26	41	65	77	24	41	29	57	61	78	66	91	88	36	78	59	66	71	29	40	69	57
